rowid,clue,answer,definition,clue_number,puzzle_date,puzzle_name,source_url,source
576159,"A nation's going crazy, making short work of composer (8)",SONATINA,,19a,,"NY Times, Sunday, August 12, 2007 Cryptic Crossword",nytimes/C Aug1207.2.puz,nytimes
576160,"Band-leader, not so backward, fathers mass-appeal concerts (6,4)",BOSTONPOPS,,22a,,"NY Times, Sunday, August 12, 2007 Cryptic Crossword",nytimes/C Aug1207.2.puz,nytimes
576161,"Album containing ""Morning Light"" (4)",LAMP,,24a,,"NY Times, Sunday, August 12, 2007 Cryptic Crossword",nytimes/C Aug1207.2.puz,nytimes
576162,I am into great wildly rhythmic music (7),RAGTIME,,26a,,"NY Times, Sunday, August 12, 2007 Cryptic Crossword",nytimes/C Aug1207.2.puz,nytimes
576163,"1973 film placing Price, liberally, among leaders of sopranos (7)",SERPICO,,27a,,"NY Times, Sunday, August 12, 2007 Cryptic Crossword",nytimes/C Aug1207.2.puz,nytimes
576164,Tenor's excited about G & S vocalist (8),SONGSTER,,28a,,"NY Times, Sunday, August 12, 2007 Cryptic Crossword",nytimes/C Aug1207.2.puz,nytimes
576165,Rod used to conduct Beethoven's first a lot (5),BATON,,29a,,"NY Times, Sunday, August 12, 2007 Cryptic Crossword",nytimes/C Aug1207.2.puz,nytimes
576166,American music writer in police state? (7),COPLAND,,1d,,"NY Times, Sunday, August 12, 2007 Cryptic Crossword",nytimes/C Aug1207.2.puz,nytimes
576167,Instrumental performer 'til vision becomes impaired (9),VIOLINIST,,2d,,"NY Times, Sunday, August 12, 2007 Cryptic Crossword",nytimes/C Aug1207.2.puz,nytimes
576168,Wind instrument to study for audition (4),REED,,3d,,"NY Times, Sunday, August 12, 2007 Cryptic Crossword",nytimes/C Aug1207.2.puz,nytimes
576169,Rings me with number for musicians (8),BANDSMEN,,4d,,"NY Times, Sunday, August 12, 2007 Cryptic Crossword",nytimes/C Aug1207.2.puz,nytimes
576170,"From Venice, lyre you can pluck in pleasing style (6)",NICELY,,5d,,"NY Times, Sunday, August 12, 2007 Cryptic Crossword",nytimes/C Aug1207.2.puz,nytimes
576171,100 needed in rare Holst arrangement for a lot of musicians (10),ORCHESTRAL,,6d,,"NY Times, Sunday, August 12, 2007 Cryptic Crossword",nytimes/C Aug1207.2.puz,nytimes
576172,Conductor combining notes in diatonic scale (5),SOLTI,,7d,,"NY Times, Sunday, August 12, 2007 Cryptic Crossword",nytimes/C Aug1207.2.puz,nytimes
576173,"As singers, they get on swimmingly in a school (6)",BASSES,,8d,,"NY Times, Sunday, August 12, 2007 Cryptic Crossword",nytimes/C Aug1207.2.puz,nytimes
576174,Musically elaborating on Democratic first lady running (10),DEVELOPING,,13d,,"NY Times, Sunday, August 12, 2007 Cryptic Crossword",nytimes/C Aug1207.2.puz,nytimes
576175,Material for strings I included with sitar composition for player (9),GUITARIST,,16d,,"NY Times, Sunday, August 12, 2007 Cryptic Crossword",nytimes/C Aug1207.2.puz,nytimes
576176,"E.g., Bach mass, work written up in revised score (8)",COMPOSER,,17d,,"NY Times, Sunday, August 12, 2007 Cryptic Crossword",nytimes/C Aug1207.2.puz,nytimes
576177,Adapted bars to small drums (6),TABORS,,18d,,"NY Times, Sunday, August 12, 2007 Cryptic Crossword",nytimes/C Aug1207.2.puz,nytimes
576178,"Improvised on harp, bringing in large wind instrument (7)",ALPHORN,,20d,,"NY Times, Sunday, August 12, 2007 Cryptic Crossword",nytimes/C Aug1207.2.puz,nytimes
576179,Musical term for cheerful remix of EP with tuba (6),UPBEAT,,21d,,"NY Times, Sunday, August 12, 2007 Cryptic Crossword",nytimes/C Aug1207.2.puz,nytimes
576180,"Notational sign showing end of reprise in song, possibly (5)",SEGNO,,23d,,"NY Times, Sunday, August 12, 2007 Cryptic Crossword",nytimes/C Aug1207.2.puz,nytimes
576181,"Fiddler, for example, turned a line of music clockwise (4)",CRAB,,25d,,"NY Times, Sunday, August 12, 2007 Cryptic Crossword",nytimes/C Aug1207.2.puz,nytimes
577737,Times columnist and principal of school smoking? (6),SAFIRE,,1a,,"NY Times, Sunday, August 10, 1997 Cryptic Crossword",nytimes/C Aug1097.2.puz,nytimes
577738,Tailor respects symbols of authority (8),SCEPTERS,,4a,,"NY Times, Sunday, August 10, 1997 Cryptic Crossword",nytimes/C Aug1097.2.puz,nytimes
577739,Almost a quarter of nine: too soon to get up? (6),NEARLY,,9a,,"NY Times, Sunday, August 10, 1997 Cryptic Crossword",nytimes/C Aug1097.2.puz,nytimes
577740,Forest ranger keeps distance (8),ESTRANGE,,10a,,"NY Times, Sunday, August 10, 1997 Cryptic Crossword",nytimes/C Aug1097.2.puz,nytimes
577741,De la Mare's dancing gypsy girl (9),ESMERALDA,,11a,,"NY Times, Sunday, August 10, 1997 Cryptic Crossword",nytimes/C Aug1097.2.puz,nytimes
577742,Rush owns a pair of televisions (5),HASTE,,13a,,"NY Times, Sunday, August 10, 1997 Cryptic Crossword",nytimes/C Aug1097.2.puz,nytimes
577743,"TV host and Sting soon eating cheese (5,6)",CONANOBRIEN,,14a,,"NY Times, Sunday, August 10, 1997 Cryptic Crossword",nytimes/C Aug1097.2.puz,nytimes
577744,"Tavern acquires malt attraction for consumers (7,4)",BARGAINSALE,,18a,,"NY Times, Sunday, August 10, 1997 Cryptic Crossword",nytimes/C Aug1097.2.puz,nytimes
577745,Girl's name is average one (5),NORMA,,21a,,"NY Times, Sunday, August 10, 1997 Cryptic Crossword",nytimes/C Aug1097.2.puz,nytimes
577746,Island country of Europe with alumninum buried in it (9),AUSTRALIA,,22a,,"NY Times, Sunday, August 10, 1997 Cryptic Crossword",nytimes/C Aug1097.2.puz,nytimes
577747,Big job making music funny (8),GIGANTIC,,24a,,"NY Times, Sunday, August 10, 1997 Cryptic Crossword",nytimes/C Aug1097.2.puz,nytimes
577748,Playwright leading cardinal with evil (6),ONEILL,,25a,,"NY Times, Sunday, August 10, 1997 Cryptic Crossword",nytimes/C Aug1097.2.puz,nytimes
577749,"Trouble spot for Israelis in Texas city borough (3,5)",THEBRONX,,26a,,"NY Times, Sunday, August 10, 1997 Cryptic Crossword",nytimes/C Aug1097.2.puz,nytimes
577750,"Before the first of October, reindeer in Santa's team wake up (4,2)",COMETO,,27a,,"NY Times, Sunday, August 10, 1997 Cryptic Crossword",nytimes/C Aug1097.2.puz,nytimes
577751,Something that always begins with a capital punishment (8),SENTENCE,,1d,,"NY Times, Sunday, August 10, 1997 Cryptic Crossword",nytimes/C Aug1097.2.puz,nytimes
577752,Splinter group on campus infiltrated by Feds (8),FRAGMENT,,2d,,"NY Times, Sunday, August 10, 1997 Cryptic Crossword",nytimes/C Aug1097.2.puz,nytimes
577753,Governor's drafting helper (5),RULER,,3d,,"NY Times, Sunday, August 10, 1997 Cryptic Crossword",nytimes/C Aug1097.2.puz,nytimes
577754,"One of two top actors is ourside prison with some Spanish speakers (5,6)",COSTARICANS,,5d,,"NY Times, Sunday, August 10, 1997 Cryptic Crossword",nytimes/C Aug1097.2.puz,nytimes
577755,Leave barnyard bird atop Greek building (9),PARTHENON,,6d,,"NY Times, Sunday, August 10, 1997 Cryptic Crossword",nytimes/C Aug1097.2.puz,nytimes
577756,Hemingway is not kidding around in conversation (6),ERNEST,,7d,,"NY Times, Sunday, August 10, 1997 Cryptic Crossword",nytimes/C Aug1097.2.puz,nytimes
577757,Spielberg in street uniform (6),STEVEN,,8d,,"NY Times, Sunday, August 10, 1997 Cryptic Crossword",nytimes/C Aug1097.2.puz,nytimes
577758,Tuneful Ibert aria now involves a freedom lover (11),LIBERTARIAN,,12d,,"NY Times, Sunday, August 10, 1997 Cryptic Crossword",nytimes/C Aug1097.2.puz,nytimes
577759,Cuckoo near robin -- that's something easy to understand (2-7),NOBRAINER,,15d,,"NY Times, Sunday, August 10, 1997 Cryptic Crossword",nytimes/C Aug1097.2.puz,nytimes
577760,Oscar-winning actress rested in club (8),MACLAINE,,16d,,"NY Times, Sunday, August 10, 1997 Cryptic Crossword",nytimes/C Aug1097.2.puz,nytimes
577761,Al Gore is drunk in a Muslim harem (8),SERAGLIO,,17d,,"NY Times, Sunday, August 10, 1997 Cryptic Crossword",nytimes/C Aug1097.2.puz,nytimes
577762,Pronounced period of gloom for Galahad (6),KNIGHT,,19d,,"NY Times, Sunday, August 10, 1997 Cryptic Crossword",nytimes/C Aug1097.2.puz,nytimes
577763,Oxford accent of an Irishman (6),BROGUE,,20d,,"NY Times, Sunday, August 10, 1997 Cryptic Crossword",nytimes/C Aug1097.2.puz,nytimes
577764,"Call ""Operator"" for a pal of John and Paul (5)",RINGO,,23d,,"NY Times, Sunday, August 10, 1997 Cryptic Crossword",nytimes/C Aug1097.2.puz,nytimes
578259,Guide the woman in spring (6),SHERPA,,1a,,"NY Times, Sunday, April 8, 2007 Cryptic Crossword",nytimes/C Apr0807.2.puz,nytimes
578260,Roof application to set in spring (8),HOUSETOP,,4a,,"NY Times, Sunday, April 8, 2007 Cryptic Crossword",nytimes/C Apr0807.2.puz,nytimes
578261,"Say, Harry Potter's pal in spring (9)",PRONOUNCE,,10a,,"NY Times, Sunday, April 8, 2007 Cryptic Crossword",nytimes/C Apr0807.2.puz,nytimes
578262,Discourage Democratic relative (5),DAUNT,,11a,,"NY Times, Sunday, April 8, 2007 Cryptic Crossword",nytimes/C Apr0807.2.puz,nytimes
578263,"""Superman"" actor taking part in free verse (5)",REEVE,,12a,,"NY Times, Sunday, April 8, 2007 Cryptic Crossword",nytimes/C Apr0807.2.puz,nytimes
578264,Grabber of winks ? or a lynx? (9),CATNAPPER,,13a,,"NY Times, Sunday, April 8, 2007 Cryptic Crossword",nytimes/C Apr0807.2.puz,nytimes
578265,Wastes what you've got coming (7),DESERTS,,14a,,"NY Times, Sunday, April 8, 2007 Cryptic Crossword",nytimes/C Apr0807.2.puz,nytimes
578266,"Broadcast medium misrepresented diorama (2,5)",AMRADIO,,15a,,"NY Times, Sunday, April 8, 2007 Cryptic Crossword",nytimes/C Apr0807.2.puz,nytimes
578267,Song about villain in an idyllic spot (7),ARCADIA,,17a,,"NY Times, Sunday, April 8, 2007 Cryptic Crossword",nytimes/C Apr0807.2.puz,nytimes
578268,Soldier talk ? it gives you a lot of info (7),GIGABIT,,20a,,"NY Times, Sunday, April 8, 2007 Cryptic Crossword",nytimes/C Apr0807.2.puz,nytimes
578269,Old Greek restored a lost rite (9),ARISTOTLE,,22a,,"NY Times, Sunday, April 8, 2007 Cryptic Crossword",nytimes/C Apr0807.2.puz,nytimes
578270,Neckwear for a companion of Burns (5),ASCOT,,24a,,"NY Times, Sunday, April 8, 2007 Cryptic Crossword",nytimes/C Apr0807.2.puz,nytimes
578271,Private meal not starting (5),INNER,,26a,,"NY Times, Sunday, April 8, 2007 Cryptic Crossword",nytimes/C Apr0807.2.puz,nytimes
578272,"Former medicine for John Jacob in spring (6,3)",CASTOROIL,,27a,,"NY Times, Sunday, April 8, 2007 Cryptic Crossword",nytimes/C Apr0807.2.puz,nytimes
578273,Superficial need changed in spring (4-4),SKINDEEP,,28a,,"NY Times, Sunday, April 8, 2007 Cryptic Crossword",nytimes/C Apr0807.2.puz,nytimes
578274,Approach of the French in spring (4-2),LEADUP,,29a,,"NY Times, Sunday, April 8, 2007 Cryptic Crossword",nytimes/C Apr0807.2.puz,nytimes
578275,Great new purse (5),SUPER,,1d,,"NY Times, Sunday, April 8, 2007 Cryptic Crossword",nytimes/C Apr0807.2.puz,nytimes
578276,Runaway lovers break up or sleep (7),ELOPERS,,2d,,"NY Times, Sunday, April 8, 2007 Cryptic Crossword",nytimes/C Apr0807.2.puz,nytimes
578277,Started with pi + 1 before 500 (9),PIONEERED,,3d,,"NY Times, Sunday, April 8, 2007 Cryptic Crossword",nytimes/C Apr0807.2.puz,nytimes
578278,Orioles trainer somewhat fat? ? not really (7),OLESTRA,,5d,,"NY Times, Sunday, April 8, 2007 Cryptic Crossword",nytimes/C Apr0807.2.puz,nytimes
578279,"Singer's first thought for 45-r.p.m. feature (4,1)",SIDEA,,6d,,"NY Times, Sunday, April 8, 2007 Cryptic Crossword",nytimes/C Apr0807.2.puz,nytimes
578280,Beat time like Quasimodo? (7),THUMPED,,7d,,"NY Times, Sunday, April 8, 2007 Cryptic Crossword",nytimes/C Apr0807.2.puz,nytimes
578281,"Sadly, our septet loses pep (6,3)",PETERSOUT,,8d,,"NY Times, Sunday, April 8, 2007 Cryptic Crossword",nytimes/C Apr0807.2.puz,nytimes
578282,N.B.A. team said no (6),KNICKS,,9d,,"NY Times, Sunday, April 8, 2007 Cryptic Crossword",nytimes/C Apr0807.2.puz,nytimes
578283,Shot a jerk's overtheatrical behavior (9),DRAMATICS,,14d,,"NY Times, Sunday, April 8, 2007 Cryptic Crossword",nytimes/C Apr0807.2.puz,nytimes
578284,Arrange mom part in confusing procedure (9),RIGMAROLE,,16d,,"NY Times, Sunday, April 8, 2007 Cryptic Crossword",nytimes/C Apr0807.2.puz,nytimes
578285,Greek character opposed to Italian wine (7),CHIANTI,,18d,,"NY Times, Sunday, April 8, 2007 Cryptic Crossword",nytimes/C Apr0807.2.puz,nytimes
578286,"For example, a botched recital (7)",ARTICLE,,19d,,"NY Times, Sunday, April 8, 2007 Cryptic Crossword",nytimes/C Apr0807.2.puz,nytimes
578287,"Oil country, from the sound of it (6)",GREASE,,20d,,"NY Times, Sunday, April 8, 2007 Cryptic Crossword",nytimes/C Apr0807.2.puz,nytimes
578288,Obscure and cryptic old cube (7),BECLOUD,,21d,,"NY Times, Sunday, April 8, 2007 Cryptic Crossword",nytimes/C Apr0807.2.puz,nytimes
578289,"Shot, like a car's wheels? (5)",TIRED,,23d,,"NY Times, Sunday, April 8, 2007 Cryptic Crossword",nytimes/C Apr0807.2.puz,nytimes
578290,Oddly lit up item in a bed (5),TULIP,,25d,,"NY Times, Sunday, April 8, 2007 Cryptic Crossword",nytimes/C Apr0807.2.puz,nytimes
577114,"Canyon white-water ride includes England's foremost thespian (6,4)",GEORGERAFT,,1a,,"NY Times, Sunday, April 6, 1997 Cryptic Crossword",nytimes/C Apr0697.2.puz,nytimes
577115,Light run around the track - about 1/4 mile (4),LAMP,,6a,,"NY Times, Sunday, April 6, 1997 Cryptic Crossword",nytimes/C Apr0697.2.puz,nytimes
577116,One's room is surrounded by many odds and ends (10),MISCELLANY,,9a,,"NY Times, Sunday, April 6, 1997 Cryptic Crossword",nytimes/C Apr0697.2.puz,nytimes
577117,Holes in one traveling case (4),ACES,,10a,,"NY Times, Sunday, April 6, 1997 Cryptic Crossword",nytimes/C Apr0697.2.puz,nytimes
577118,"Movie star, you might say, cut by himself? (3,8)",SLYSTALLONE,,11a,,"NY Times, Sunday, April 6, 1997 Cryptic Crossword",nytimes/C Apr0697.2.puz,nytimes
577119,Surrounded and absorbed by the sound (7),WRAPPED,,15a,,"NY Times, Sunday, April 6, 1997 Cryptic Crossword",nytimes/C Apr0697.2.puz,nytimes
577120,"""Fire goes out, sweets"" (7)",CANDIES,,16a,,"NY Times, Sunday, April 6, 1997 Cryptic Crossword",nytimes/C Apr0697.2.puz,nytimes
577121,"Showering like a king or queen, reportedly (7)",RAINING,,17a,,"NY Times, Sunday, April 6, 1997 Cryptic Crossword",nytimes/C Apr0697.2.puz,nytimes
577122,Act proud about alien youngster (7),PRETEEN,,19a,,"NY Times, Sunday, April 6, 1997 Cryptic Crossword",nytimes/C Apr0697.2.puz,nytimes
577123,"In ""M*A*S*H,"" a sitcom, Ingrid asks for trouble? (3,2,6)",HASITCOMING,,20a,,"NY Times, Sunday, April 6, 1997 Cryptic Crossword",nytimes/C Apr0697.2.puz,nytimes
577124,Thor's chief love: thunder (4),ODIN,,23a,,"NY Times, Sunday, April 6, 1997 Cryptic Crossword",nytimes/C Apr0697.2.puz,nytimes
577125,Help donkey with one attitude (10),ASSISTANCE,,24a,,"NY Times, Sunday, April 6, 1997 Cryptic Crossword",nytimes/C Apr0697.2.puz,nytimes
577126,Still tied (4),EVEN,,25a,,"NY Times, Sunday, April 6, 1997 Cryptic Crossword",nytimes/C Apr0697.2.puz,nytimes
577127,Temporary solution about truck stealing (10),BRIGANDAGE,,26a,,"NY Times, Sunday, April 6, 1997 Cryptic Crossword",nytimes/C Apr0697.2.puz,nytimes
577128,Hunted animals unable to walk steadily (4),GAME,,1d,,"NY Times, Sunday, April 6, 1997 Cryptic Crossword",nytimes/C Apr0697.2.puz,nytimes
577129,"Mountain climbing, like so (4)",OSSA,,2d,,"NY Times, Sunday, April 6, 1997 Cryptic Crossword",nytimes/C Apr0697.2.puz,nytimes
577130,Makeup for players in pageantries unfolding? (11),GREASEPAINT,,3d,,"NY Times, Sunday, April 6, 1997 Cryptic Crossword",nytimes/C Apr0697.2.puz,nytimes
577131,Passed Ivy League school set up in fall color (7),RELAYED,,4d,,"NY Times, Sunday, April 6, 1997 Cryptic Crossword",nytimes/C Apr0697.2.puz,nytimes
577132,Blow cool air on a jerk overly zealous (7),FANATIC,,5d,,"NY Times, Sunday, April 6, 1997 Cryptic Crossword",nytimes/C Apr0697.2.puz,nytimes
577133,Hermits trashed chain store (10),ANCHORITES,,7d,,"NY Times, Sunday, April 6, 1997 Cryptic Crossword",nytimes/C Apr0697.2.puz,nytimes
577134,Having what happens in musical westerns? (10),POSSESSING,,8d,,"NY Times, Sunday, April 6, 1997 Cryptic Crossword",nytimes/C Apr0697.2.puz,nytimes
577135,"What libraries do on acquiring #8 author (3,8)",LENDEIGHTON,,12d,,"NY Times, Sunday, April 6, 1997 Cryptic Crossword",nytimes/C Apr0697.2.puz,nytimes
577136,Trained earthworms in college (10),SWARTHMORE,,13d,,"NY Times, Sunday, April 6, 1997 Cryptic Crossword",nytimes/C Apr0697.2.puz,nytimes
577137,"Actress in a hit serial bombed (5,5)",TALIASHIRE,,14d,,"NY Times, Sunday, April 6, 1997 Cryptic Crossword",nytimes/C Apr0697.2.puz,nytimes
577138,"Gee, Ross on ""ER"" is more disgusting (7)",GROSSER,,18d,,"NY Times, Sunday, April 6, 1997 Cryptic Crossword",nytimes/C Apr0697.2.puz,nytimes
577139,Marrying the old man I need at the altar (7),PAIRING,,19d,,"NY Times, Sunday, April 6, 1997 Cryptic Crossword",nytimes/C Apr0697.2.puz,nytimes
577140,Kincaid's partly Native American (4),INCA,,21d,,"NY Times, Sunday, April 6, 1997 Cryptic Crossword",nytimes/C Apr0697.2.puz,nytimes
577141,Present Her Majesty's heart (4),HERE,,22d,,"NY Times, Sunday, April 6, 1997 Cryptic Crossword",nytimes/C Apr0697.2.puz,nytimes
575530,Refuse to comply ? delay about one week (9),STONEWALL,,1a,,"NY Times, Sunday, April 24, 2005 Cryptic Crossword",nytimes/C Apr2405.2.puz,nytimes
575531,Leading man in a commercial (5),AHEAD,,6a,,"NY Times, Sunday, April 24, 2005 Cryptic Crossword",nytimes/C Apr2405.2.puz,nytimes
575532,Found college freshman ultimately broken-hearted (9),UNEARTHED,,9a,,"NY Times, Sunday, April 24, 2005 Cryptic Crossword",nytimes/C Apr2405.2.puz,nytimes
575533,Egg eaten by some wild animal (5),MOOSE,,10a,,"NY Times, Sunday, April 24, 2005 Cryptic Crossword",nytimes/C Apr2405.2.puz,nytimes
575534,"Roscoe, unfair player, loses head (6)",HEATER,,11a,,"NY Times, Sunday, April 24, 2005 Cryptic Crossword",nytimes/C Apr2405.2.puz,nytimes
575535,Line on a map is additional mile (8),ISOTHERM,,12a,,"NY Times, Sunday, April 24, 2005 Cryptic Crossword",nytimes/C Apr2405.2.puz,nytimes
575536,Tiny Tim never holds back bad feeling (6),ENMITY,,13a,,"NY Times, Sunday, April 24, 2005 Cryptic Crossword",nytimes/C Apr2405.2.puz,nytimes
575537,Unwary Pat embraces the Spanish (8),CARELESS,,15a,,"NY Times, Sunday, April 24, 2005 Cryptic Crossword",nytimes/C Apr2405.2.puz,nytimes
575538,Poet composed sonnet about New York (8),TENNYSON,,19a,,"NY Times, Sunday, April 24, 2005 Cryptic Crossword",nytimes/C Apr2405.2.puz,nytimes
575539,Fit jockey used it (6),SUITED,,20a,,"NY Times, Sunday, April 24, 2005 Cryptic Crossword",nytimes/C Apr2405.2.puz,nytimes
575540,After-dinner drink I prepared before going outside (8),ANISETTE,,21a,,"NY Times, Sunday, April 24, 2005 Cryptic Crossword",nytimes/C Apr2405.2.puz,nytimes
575541,Stupefy son of drunken bum (6),BENUMB,,23a,,"NY Times, Sunday, April 24, 2005 Cryptic Crossword",nytimes/C Apr2405.2.puz,nytimes
575542,"Cast nearly all of ""Paradise"" (5)",HEAVE,,26a,,"NY Times, Sunday, April 24, 2005 Cryptic Crossword",nytimes/C Apr2405.2.puz,nytimes
575543,Destroyed ancestral house in England (9),LANCASTER,,27a,,"NY Times, Sunday, April 24, 2005 Cryptic Crossword",nytimes/C Apr2405.2.puz,nytimes
575544,Old-fashioned saw (5),DATED,,28a,,"NY Times, Sunday, April 24, 2005 Cryptic Crossword",nytimes/C Apr2405.2.puz,nytimes
575545,Upends open coffee containers (9),OVERTURNS,,29a,,"NY Times, Sunday, April 24, 2005 Cryptic Crossword",nytimes/C Apr2405.2.puz,nytimes
575546,Needle point to sew thus: poorly (9),SOUTHWEST,,1d,,"NY Times, Sunday, April 24, 2005 Cryptic Crossword",nytimes/C Apr2405.2.puz,nytimes
575547,Last ball game fixed (5),OMEGA,,2d,,"NY Times, Sunday, April 24, 2005 Cryptic Crossword",nytimes/C Apr2405.2.puz,nytimes
575548,Sincerely make style changes (9),EARNESTLY,,3d,,"NY Times, Sunday, April 24, 2005 Cryptic Crossword",nytimes/C Apr2405.2.puz,nytimes
575549,"Initially, aspirin can help ease pain (4)",ACHE,,4d,,"NY Times, Sunday, April 24, 2005 Cryptic Crossword",nytimes/C Apr2405.2.puz,nytimes
575550,Guide changed leotards (8),LODESTAR,,5d,,"NY Times, Sunday, April 24, 2005 Cryptic Crossword",nytimes/C Apr2405.2.puz,nytimes
575551,Allow a New England school to accept poor grade (5),ADMIT,,6d,,"NY Times, Sunday, April 24, 2005 Cryptic Crossword",nytimes/C Apr2405.2.puz,nytimes
575552,"Escape work, in part (9)",ELOPEMENT,,7d,,"NY Times, Sunday, April 24, 2005 Cryptic Crossword",nytimes/C Apr2405.2.puz,nytimes
575553,Imagine West Road heading north (5),DREAM,,8d,,"NY Times, Sunday, April 24, 2005 Cryptic Crossword",nytimes/C Apr2405.2.puz,nytimes
575554,One who asks for money to repair one bevel (9),MENDICANT,,14d,,"NY Times, Sunday, April 24, 2005 Cryptic Crossword",nytimes/C Apr2405.2.puz,nytimes
575555,Lively new Texan has German over (9),EXUBERANT,,16d,,"NY Times, Sunday, April 24, 2005 Cryptic Crossword",nytimes/C Apr2405.2.puz,nytimes
575556,Subordinate overcooks muttonchops (9),SIDEBURNS,,17d,,"NY Times, Sunday, April 24, 2005 Cryptic Crossword",nytimes/C Apr2405.2.puz,nytimes
575557,Old comic companies reveal nothing (8),COSTELLO,,18d,,"NY Times, Sunday, April 24, 2005 Cryptic Crossword",nytimes/C Apr2405.2.puz,nytimes
575558,Dad turned up concealed bug (5),APHID,,21d,,"NY Times, Sunday, April 24, 2005 Cryptic Crossword",nytimes/C Apr2405.2.puz,nytimes
575559,Correct a famous aunt last (5),EMEND,,22d,,"NY Times, Sunday, April 24, 2005 Cryptic Crossword",nytimes/C Apr2405.2.puz,nytimes
575560,"Total, say (5)",UTTER,,24d,,"NY Times, Sunday, April 24, 2005 Cryptic Crossword",nytimes/C Apr2405.2.puz,nytimes
575561,Crook needs to case the joint (4),KNEE,,25d,,"NY Times, Sunday, April 24, 2005 Cryptic Crossword",nytimes/C Apr2405.2.puz,nytimes
579203,"For starters, Christmas trees to topple (5,2,3)",FIRSTOFALL,,1a,,"NY Times, Sunday, April 20, 2008 Cryptic Crossword",nytimes/C Apr2008.2.puz,nytimes
579204,Ranks fights (4),ROWS,,6a,,"NY Times, Sunday, April 20, 2008 Cryptic Crossword",nytimes/C Apr2008.2.puz,nytimes
579205,Listen to number and cheer up (7),HEARTEN,,9a,,"NY Times, Sunday, April 20, 2008 Cryptic Crossword",nytimes/C Apr2008.2.puz,nytimes
579206,Cheese in bed eaten by Hayworth (7),RICOTTA,,10a,,"NY Times, Sunday, April 20, 2008 Cryptic Crossword",nytimes/C Apr2008.2.puz,nytimes
579207,Bush of greater age (5),ELDER,,12a,,"NY Times, Sunday, April 20, 2008 Cryptic Crossword",nytimes/C Apr2008.2.puz,nytimes
579208,"Mobile device I have for the audience (4,5)",CELLPHONE,,13a,,"NY Times, Sunday, April 20, 2008 Cryptic Crossword",nytimes/C Apr2008.2.puz,nytimes
579209,Sharpen pen with candor (7),HONESTY,,14a,,"NY Times, Sunday, April 20, 2008 Cryptic Crossword",nytimes/C Apr2008.2.puz,nytimes
579210,Passionate members of quaint ensemble (7),INTENSE,,16a,,"NY Times, Sunday, April 20, 2008 Cryptic Crossword",nytimes/C Apr2008.2.puz,nytimes
579211,Call me Ezra or shut up (7),IMPOUND,,17a,,"NY Times, Sunday, April 20, 2008 Cryptic Crossword",nytimes/C Apr2008.2.puz,nytimes
579212,Party drink for a Greek nymph (7),GALATEA,,20a,,"NY Times, Sunday, April 20, 2008 Cryptic Crossword",nytimes/C Apr2008.2.puz,nytimes
579213,"Stumble in little line of stores (5,4)",STRIPMALL,,22a,,"NY Times, Sunday, April 20, 2008 Cryptic Crossword",nytimes/C Apr2008.2.puz,nytimes
579214,Darned mutt stands in front of street (5),CURST,,23a,,"NY Times, Sunday, April 20, 2008 Cryptic Crossword",nytimes/C Apr2008.2.puz,nytimes
579215,Star soldier and war god (7),ANTARES,,24a,,"NY Times, Sunday, April 20, 2008 Cryptic Crossword",nytimes/C Apr2008.2.puz,nytimes
579216,Slow-moving article by Italian poet (7),ANDANTE,,25a,,"NY Times, Sunday, April 20, 2008 Cryptic Crossword",nytimes/C Apr2008.2.puz,nytimes
579217,"Compass heading as in ""Alien"" (4)",EAST,,26a,,"NY Times, Sunday, April 20, 2008 Cryptic Crossword",nytimes/C Apr2008.2.puz,nytimes
579218,"Model or starlet's desperate plan (4,6)",LASTRESORT,,27a,,"NY Times, Sunday, April 20, 2008 Cryptic Crossword",nytimes/C Apr2008.2.puz,nytimes
579219,"Roughly increase half the readings from 32 to 212 (10,5)",FAHRENHEITSCALE,,1d,,"NY Times, Sunday, April 20, 2008 Cryptic Crossword",nytimes/C Apr2008.2.puz,nytimes
579220,African raced carrying baton (7),RWANDAN,,2d,,"NY Times, Sunday, April 20, 2008 Cryptic Crossword",nytimes/C Apr2008.2.puz,nytimes
579221,Boy king or private teacher (5),TUTOR,,3d,,"NY Times, Sunday, April 20, 2008 Cryptic Crossword",nytimes/C Apr2008.2.puz,nytimes
579222,Particular part of a fish far from tasteful (7),FINICKY,,4d,,"NY Times, Sunday, April 20, 2008 Cryptic Crossword",nytimes/C Apr2008.2.puz,nytimes
579223,"""Laurel,"" I said, ""is an enchanting lady"" (7)",LORELEI,,5d,,"NY Times, Sunday, April 20, 2008 Cryptic Crossword",nytimes/C Apr2008.2.puz,nytimes
579224,"Hackneyed rendition of ""Our Town"" (7)",OUTWORN,,7d,,"NY Times, Sunday, April 20, 2008 Cryptic Crossword",nytimes/C Apr2008.2.puz,nytimes
579225,"Declaration about split in diplomats' agency (5,10)",STATEDEPARTMENT,,8d,,"NY Times, Sunday, April 20, 2008 Cryptic Crossword",nytimes/C Apr2008.2.puz,nytimes
579226,The M in Money? (7),CAPITAL,,11d,,"NY Times, Sunday, April 20, 2008 Cryptic Crossword",nytimes/C Apr2008.2.puz,nytimes
579227,Hard-to-solve clue upset Mr. Wilder (7),STUMPER,,15d,,"NY Times, Sunday, April 20, 2008 Cryptic Crossword",nytimes/C Apr2008.2.puz,nytimes
